49552	Swiping Left
88317	No gesture
23477	Swiping Up
126975	Swiping Up
83551	No gesture
25339	Thumb Up
131020	No gesture
24921	Swiping Down
107329	Stop Sign
141679	Stop Sign
69952	Thumb Up
143519	Stop Sign
93303	Swiping Left
18621	No gesture
25457	Swiping Right
12989	Stop Sign
75331	Swiping Left
63994	Swiping Up
32188	No gesture
120128	Swiping Up
74322	Thumb Up
53893	Stop Sign
77120	No gesture
50580	Swiping Down
86680	Swiping Down
122818	Stop Sign
50915	Stop Sign
29114	No gesture
99357	Thumb Up
32817	Thumb Up
109879	Thumb Up
114229	Swiping Right
97154	Swiping Up
40195	Stop Sign
26931	Swiping Left
52708	Swiping Up
135294	Swiping Right
142224	Swiping Left
79829	Thumb Up
45985	Stop Sign
83806	Swiping Down
141648	Swiping Left
103185	Swiping Down
22257	Thumb Up
12785	Swiping Down
136148	Swiping Right
42741	No gesture
62192	Swiping Left
13819	Swiping Up
28689	Swiping Right
41037	No gesture
106806	No gesture
96090	Swiping Right
139383	Swiping Down
13430	Thumb Up
145453	Swiping Down
17333	Swiping Left
124382	Swiping Left
3716	Swiping Up
90814	Stop Sign
143808	No gesture
1954	Swiping Down
147989	Swiping Left
7683	Swiping Left
10886	Swiping Up
20787	Swiping Down
111423	Thumb Up
101023	Swiping Down
45099	Thumb Up
33101	Swiping Left
37895	Swiping Down
32992	Thumb Up
11115	Thumb Up
112890	Swiping Up
47521	Swiping Right
70117	Stop Sign
134774	Thumb Up
98525	Swiping Right
56447	Swiping Right
145397	No gesture
82173	Swiping Right
66023	Swiping Up
125459	Swiping Right
88218	Swiping Left
110951	Stop Sign
146562	Swiping Left
27132	No gesture
143101	Swiping Right
87973	Swiping Left
53044	Swiping Down
146035	Swiping Down
114887	No gesture
102106	Stop Sign
47203	Swiping Up
43648	Swiping Down
110448	Swiping Up
111009	Stop Sign
82600	Thumb Up
86051	No gesture
25108	Swiping Right
122831	No gesture
135245	No gesture
93014	Stop Sign
10959	No gesture
26760	No gesture
84105	Swiping Left
113040	Swiping Right
139411	Stop Sign
97090	Swiping Left
136726	Swiping Down
37914	No gesture
118143	Thumb Up
51775	Thumb Up
5713	Swiping Right
107024	No gesture
120612	Swiping Down
112167	Swiping Down
86450	Thumb Up
86443	Swiping Down
95011	Swiping Right
4569	Swiping Down
6121	Stop Sign
3517	Swiping Down
13657	Stop Sign
73908	Swiping Up
35075	Swiping Left
9639	Stop Sign
99577	Swiping Up
21069	Swiping Up
91895	Swiping Up
118162	Swiping Right
142128	Swiping Down
26661	Swiping Up
134121	Thumb Up
49396	Thumb Up
135443	No gesture
24033	Stop Sign
101	Thumb Up
23046	Thumb Up
19160	No gesture
119258	Thumb Up
121358	Swiping Up
116744	Stop Sign
26382	Stop Sign
50746	Swiping Down
72737	Swiping Down
37942	No gesture
31543	Swiping Right
19950	Swiping Right
94396	Stop Sign
91265	Swiping Left
61443	No gesture
92925	Swiping Right
137074	Swiping Up
66988	Swiping Left
84611	Swiping Right
108482	Swiping Left
135400	Swiping Left
133556	Swiping Right
48592	Thumb Up
67954	Swiping Down
137167	Swiping Up
95525	Swiping Up
78160	Thumb Up
55377	No gesture
132189	Swiping Right
89750	No gesture
66940	Stop Sign
7749	Stop Sign
53279	Swiping Down
24895	Thumb Up
70077	Swiping Right
60739	No gesture
143031	Swiping Down
131344	Swiping Left
62490	Stop Sign
106872	Swiping Left
988	Thumb Up
77906	Thumb Up
31302	Swiping Up
49878	No gesture
95635	Stop Sign
113609	Swiping Down
18061	Thumb Up
78708	Stop Sign
31874	Stop Sign
126854	Thumb Up
124952	Thumb Up
95448	Swiping Left
48546	Swiping Down
94401	No gesture
126377	Swiping Left
22080	Stop Sign
98642	No gesture
8955	Stop Sign
15317	Thumb Up
92741	No gesture
34976	Stop Sign
99926	Swiping Left
38123	Thumb Up
75213	Swiping Up
1062	No gesture
6625	Swiping Down
141971	Swiping Right
136111	Swiping Left
82646	Thumb Up
116611	Swiping Up
38401	Swiping Left
138914	Swiping Right
132077	Swiping Right
23266	Swiping Left
109085	Swiping Down
118462	Stop Sign
47584	Swiping Up
81289	Thumb Up
59423	Swiping Right
15017	Stop Sign
6744	Swiping Up
80710	Swiping Down
4282	Swiping Up
22871	Swiping Down
31758	Stop Sign
78145	Stop Sign
63003	Swiping Down
51160	Swiping Up
117079	Stop Sign
63548	Swiping Right
61925	Swiping Left
17369	Stop Sign
79541	Stop Sign
88725	Swiping Left
127615	No gesture
4720	No gesture
59	Stop Sign
89864	Swiping Up
121575	Swiping Down
71271	Thumb Up
57691	Stop Sign
32441	Swiping Up
42157	Swiping Up
24302	No gesture
66266	Swiping Up
62803	Swiping Up
67926	Stop Sign
57106	Swiping Right
100380	Swiping Right
80150	Swiping Up
73495	Swiping Left
106391	Swiping Up
143507	Swiping Left
91035	Swiping Right
37326	Thumb Up
123478	Swiping Right
23594	Swiping Down
14678	Thumb Up
131488	No gesture
128016	Swiping Left
87048	Thumb Up
111347	Swiping Down
919	Stop Sign
84501	Swiping Down
143849	Swiping Right
82087	Swiping Down
104654	Swiping Right
69258	Swiping Left
34463	Thumb Up
51107	Swiping Up
47610	Swiping Up
16451	Swiping Left
99464	No gesture
137326	Swiping Left
137270	Swiping Down
27929	Swiping Right
135448	Swiping Up
91328	Thumb Up
67142	Thumb Up
111919	Swiping Left
13870	No gesture
33592	Stop Sign
61176	Swiping Left
110598	Swiping Right
60322	Swiping Left
141117	Stop Sign
35340	Swiping Up
19300	Swiping Left
21718	Swiping Right
33360	No gesture
12280	Swiping Right
57390	No gesture
58833	Swiping Down
16455	Swiping Down
95599	Swiping Right
63440	Swiping Right
98461	Swiping Right
41967	Swiping Down
132674	Stop Sign
138661	Stop Sign
39762	Swiping Up
93499	Swiping Left
111946	Thumb Up
90967	Swiping Left
143171	No gesture
58408	Thumb Up
24418	No gesture
87285	Stop Sign
133102	Thumb Up
30991	Stop Sign
132720	Swiping Down
103367	Swiping Right
76345	Stop Sign
99291	No gesture
73132	No gesture
94967	Swiping Right
108286	Swiping Right
64952	Stop Sign
8371	No gesture
30724	Swiping Up
124908	Swiping Left
107021	Swiping Left
65679	Swiping Up
86331	Swiping Left
35137	Stop Sign
115036	Thumb Up
14642	Swiping Up
97280	Stop Sign
122552	Swiping Down
71766	Stop Sign
128613	Swiping Up
92702	Swiping Up
112259	Stop Sign
26058	Swiping Down
28900	Swiping Right
2871	Thumb Up
87839	Swiping Left
52810	Stop Sign
89227	Swiping Up
117601	No gesture
15117	Stop Sign
44171	Stop Sign
133897	Swiping Right
15853	Stop Sign
6720	No gesture
147718	Swiping Down
136827	Swiping Up
76588	Swiping Right
60423	Swiping Up
7737	No gesture
143018	Stop Sign
33713	Stop Sign
146372	Swiping Up
129942	Swiping Up
121741	Thumb Up
26958	No gesture
29299	No gesture
10151	Swiping Left
125461	Swiping Down
2622	Swiping Up
91382	Swiping Up
122722	No gesture
5944	Thumb Up
9024	Swiping Down
125603	Swiping Left
81461	Thumb Up
96832	Swiping Right
88623	Thumb Up
18326	Swiping Down
70427	Stop Sign
65780	Swiping Left
5068	Thumb Up
75846	Swiping Right
148075	No gesture
141778	Stop Sign
45164	Thumb Up
6181	Swiping Up
111442	No gesture
128170	Swiping Down
40223	Swiping Up
17197	Stop Sign
101683	Thumb Up
140472	Stop Sign
12931	No gesture
84864	Stop Sign
130863	No gesture
123390	Swiping Up
145372	Swiping Down
78120	Swiping Left
38100	Swiping Right
101394	Swiping Left
24235	Thumb Up
97846	Swiping Right
117975	Swiping Left
85923	Swiping Up
30950	Swiping Down
8505	No gesture
82961	Swiping Up
88841	Stop Sign
71229	Thumb Up
70393	Swiping Left
119436	Swiping Up
79191	Swiping Left
25224	Swiping Left
91887	Swiping Right
116271	Swiping Up
11892	No gesture
2331	Swiping Left
23164	Swiping Down
48666	Swiping Left
142830	Swiping Right
93385	Swiping Left
125106	Swiping Right
71554	Swiping Right
62245	Swiping Left
79035	Swiping Down
24633	Stop Sign
93426	Thumb Up
78263	Stop Sign
13650	Swiping Up
31387	Thumb Up
6101	Swiping Right
91649	Thumb Up
139071	Thumb Up
52280	Swiping Down
147397	Thumb Up
26313	Thumb Up
9923	Swiping Left
4475	Thumb Up
83026	No gesture
69855	Thumb Up
15127	Swiping Up
101355	Swiping Down
69826	Swiping Right
38831	Thumb Up
77405	Swiping Right
112288	Swiping Right
127229	Swiping Up
5056	No gesture
12133	No gesture
23617	Swiping Right
61531	No gesture
146626	Swiping Right
108418	Stop Sign
19984	Swiping Left
114839	No gesture
72453	Thumb Up
70448	Swiping Right
61348	Stop Sign
72539	Swiping Down
74151	Swiping Up
106371	Swiping Down
87802	Swiping Down
57529	Stop Sign
76703	Swiping Down
105744	Swiping Up
35177	Swiping Up
128684	Swiping Right
38194	Thumb Up
129615	Swiping Up
132206	No gesture
33099	Swiping Up
95790	Swiping Up
51730	Thumb Up
115981	Swiping Up
107995	No gesture
77508	No gesture
11776	Stop Sign
106516	No gesture
66903	Stop Sign
30361	Swiping Up
18841	Swiping Left
83554	Stop Sign
23977	Thumb Up
799	Stop Sign
61121	Swiping Right
88698	Swiping Down
89919	Thumb Up
85848	Swiping Down
77919	Thumb Up
32043	Swiping Down
16118	Thumb Up
29771	No gesture
60273	Stop Sign
54417	Swiping Up
144305	Swiping Right
21500	Swiping Left
98517	Thumb Up
105531	Swiping Right
33359	Swiping Right
140037	Swiping Up
21617	Swiping Up
113004	No gesture
25269	Swiping Down
24780	Swiping Down
6463	Swiping Down
78380	Swiping Up
107192	No gesture
114253	Swiping Up
102065	Thumb Up
123524	Swiping Down
108911	Stop Sign
26792	Thumb Up
99348	Thumb Up
2318	Stop Sign
81616	Swiping Right
2950	Swiping Right
63102	Stop Sign
49372	Swiping Right
35113	Swiping Down
49128	Swiping Right
137349	Swiping Up
93166	Swiping Down
82543	Swiping Down
111539	Swiping Down
56646	Thumb Up
134626	Thumb Up
8696	Swiping Up
18069	Thumb Up
58209	No gesture
27134	Swiping Up
39734	Swiping Up
108116	Stop Sign
134220	Thumb Up
100152	Swiping Right
115092	Swiping Down
101375	Stop Sign
12821	No gesture
61568	Swiping Down
3718	Swiping Left
13359	Thumb Up
140451	Stop Sign
58468	Swiping Down
49657	Swiping Up
73857	Swiping Left
23511	Swiping Left
20895	Stop Sign
147637	Stop Sign
3039	Stop Sign
73361	No gesture
42892	Swiping Left
28564	Swiping Up
146242	Swiping Left
115458	Swiping Down
7945	Swiping Right
60	Swiping Up
73482	Swiping Right
12656	No gesture
40109	Stop Sign
135379	Swiping Up
128741	Swiping Left
121003	Swiping Down
79813	Swiping Left
119442	Stop Sign
6187	Swiping Down
102192	Swiping Right
38352	Swiping Down
65527	Thumb Up
29479	Swiping Right
80488	No gesture
88091	No gesture
128367	Thumb Up
83635	Swiping Left
114162	Swiping Up
30930	Swiping Left
92373	Swiping Left
110965	Swiping Right
87463	Swiping Left
17764	Swiping Down
91146	No gesture
60032	Thumb Up
56480	Swiping Down
103573	Thumb Up
31566	Swiping Down
123222	No gesture
11102	Swiping Up
36909	No gesture
52193	Swiping Left
48687	Thumb Up
101904	Swiping Up
31205	Thumb Up
10938	Stop Sign
9080	Swiping Up
130249	Thumb Up
50946	Swiping Up
15703	Stop Sign
2999	Swiping Down
116722	Swiping Right
145660	Thumb Up
92622	Stop Sign
126317	Swiping Up
25027	Swiping Down
49733	Swiping Right
12417	Swiping Up
86895	Swiping Right
108267	Swiping Left
88485	No gesture
16826	Stop Sign
21453	Swiping Right
123172	Swiping Left
38737	No gesture
72512	Swiping Down
87572	No gesture
103683	Swiping Right
92769	Thumb Up
85001	Thumb Up
127065	Swiping Left
42293	Thumb Up
4855	Swiping Down
24771	Thumb Up
56849	Thumb Up
83908	No gesture
76737	Swiping Down
95878	Swiping Left
104390	Swiping Down
34878	Swiping Up
106841	No gesture
1009	Swiping Up
3546	Thumb Up
83207	Swiping Down
67427	Swiping Up
10516	Swiping Up
135158	Swiping Down
57846	Swiping Up
48530	Swiping Up
123062	Swiping Right
92530	No gesture
127402	No gesture
52100	Swiping Left
10917	Thumb Up
105352	Swiping Right
35808	Swiping Right
45791	Swiping Down
17315	Swiping Down
74193	Thumb Up
522	Swiping Up
130360	Thumb Up
116608	Thumb Up
45965	Swiping Up
117632	Swiping Up
31238	No gesture
14629	Swiping Right
75063	Swiping Right
94466	No gesture
63816	Swiping Left
9302	Swiping Up
34177	Swiping Up
109101	Swiping Up
141360	Swiping Down
120404	Swiping Left
70850	Swiping Left
138384	Swiping Left
40697	Thumb Up
136790	Thumb Up
37682	No gesture
142046	Swiping Up
108186	No gesture
66587	Swiping Down
127787	Swiping Left
104521	Stop Sign
102528	Thumb Up
32107	Stop Sign
73721	Swiping Right
47497	Stop Sign
50368	No gesture
104022	Stop Sign
59689	Swiping Right
114834	Swiping Up
17879	Swiping Right
25571	Swiping Up
80119	No gesture
20181	Thumb Up
67681	Swiping Right
7294	No gesture
138894	Swiping Left
140270	Swiping Up
104310	Thumb Up
21314	Swiping Down
53095	No gesture
147226	Swiping Right
128203	Thumb Up
34475	Stop Sign
127798	No gesture
116556	Swiping Up
5321	Thumb Up
134379	Swiping Right
67186	Swiping Up
1204	Stop Sign
63923	Stop Sign
79871	No gesture
39334	Swiping Up
133020	Thumb Up
127167	No gesture
145384	Stop Sign
51226	Swiping Up
103488	Stop Sign
100262	No gesture
134533	Swiping Right
36703	Thumb Up
90749	Swiping Up
104063	No gesture
71218	No gesture
64127	Stop Sign
105467	Swiping Left
28721	Swiping Down
112887	Stop Sign
44775	Swiping Left
107218	Thumb Up
12355	Swiping Down
23049	Swiping Right
70169	Stop Sign
109673	Swiping Down
14698	No gesture
95014	Swiping Right
32549	Thumb Up
79273	Swiping Right
113509	Swiping Up
142178	No gesture
96871	Swiping Left
43060	Thumb Up
65299	Swiping Left
42628	Stop Sign
53352	Swiping Left
129917	Thumb Up
85501	Stop Sign
55865	Swiping Down
70205	Swiping Down
46237	No gesture
131696	Swiping Up
17529	Swiping Right
92333	Swiping Up
119029	No gesture
108496	Swiping Left
45020	Swiping Down
57377	Swiping Down
41663	No gesture
96690	No gesture
21686	Swiping Up
96315	Swiping Down
102038	Thumb Up
80009	No gesture
147467	Thumb Up
143230	Swiping Down
76212	Swiping Down
145710	Thumb Up
138051	Stop Sign
23398	Stop Sign
98751	Swiping Down
47578	Swiping Left
28759	Swiping Right
96268	Stop Sign
129657	Swiping Down
96387	Swiping Down
23430	Swiping Right
142573	Swiping Left
100178	No gesture
121598	No gesture
7065	Swiping Up
112007	Thumb Up
34973	Thumb Up
6438	Swiping Right
45276	Thumb Up
4159	No gesture
99421	Swiping Right
75182	Thumb Up
88131	Swiping Down
94719	Stop Sign
65216	Swiping Up
92371	Swiping Left
61571	No gesture
142544	Thumb Up
30046	Swiping Down
4158	Thumb Up
121265	Thumb Up
34725	Stop Sign
134902	Swiping Left
51526	Thumb Up
53072	Swiping Up
22801	Thumb Up
46525	Swiping Down
93760	Swiping Up
9904	Swiping Left
38490	Stop Sign
54835	Swiping Left
1979	Swiping Down
109262	Swiping Left
131388	Swiping Down
98321	No gesture
54493	Swiping Left
40505	Swiping Down
139818	Stop Sign
46162	Stop Sign
8359	Swiping Right
111682	Swiping Up
85205	Swiping Up
23707	Swiping Down
83732	Swiping Up
4996	Swiping Up
10183	Stop Sign
44206	Swiping Down
35385	Stop Sign
118029	No gesture
50896	Stop Sign
10315	Thumb Up
95622	Swiping Down
145068	Swiping Left
123590	Thumb Up
5563	Swiping Left
87344	Thumb Up
95877	Thumb Up
92183	Swiping Up
96393	No gesture
78872	No gesture
475	Stop Sign
103516	Stop Sign
60589	Thumb Up
36923	Swiping Up
120310	Swiping Down
16180	Thumb Up
104388	No gesture
22799	No gesture
876	Stop Sign
61708	Stop Sign
88977	Swiping Down
30442	Swiping Up
62394	Swiping Down
113205	Swiping Down
68772	Stop Sign
27066	Swiping Right
38246	Swiping Left
50260	Swiping Right
117702	Swiping Right
135325	Swiping Up
94525	Swiping Left
53773	No gesture
39112	Swiping Down
46281	Swiping Left
39143	Stop Sign
100221	Stop Sign
8656	No gesture
105723	Thumb Up
6183	Stop Sign
146886	Thumb Up
55216	No gesture
78018	No gesture
79831	No gesture
102720	Stop Sign
13095	Swiping Left
53762	Swiping Up
104196	Swiping Left
109194	Swiping Up
3714	Stop Sign
79976	Swiping Up
52690	Swiping Left
74904	Swiping Left
84255	Swiping Right
134782	Swiping Up
56064	Swiping Left
142622	Swiping Left
55676	Stop Sign
31293	Thumb Up
3286	Swiping Up
134752	Swiping Down
118971	No gesture
133924	Swiping Up
31844	Swiping Down
121448	Swiping Down
55819	Swiping Left
21615	Swiping Up
37216	Swiping Down
7555	Stop Sign
94659	Thumb Up
20597	Swiping Right
37154	Stop Sign
142607	Thumb Up
105454	Stop Sign
10127	Swiping Up
144783	Stop Sign
141684	Stop Sign
20471	Thumb Up
147063	Swiping Down
141398	Swiping Left
138200	Swiping Down
96880	Thumb Up
84474	Swiping Left
11069	Stop Sign
133589	Swiping Up
17946	Swiping Left
99534	No gesture
4271	Swiping Down
15785	Thumb Up
100172	No gesture
144668	Swiping Right
126454	No gesture
102740	Thumb Up
41122	Swiping Down
21971	Swiping Left
104960	No gesture
57817	Swiping Down
27002	Swiping Left
128082	No gesture
69369	Thumb Up
74266	Thumb Up
32326	Swiping Up
73242	No gesture
125570	Swiping Right
79270	Thumb Up
97586	Stop Sign
83291	Swiping Down
59921	Swiping Right
146651	Swiping Right
117496	Swiping Down
39251	Swiping Left
127823	Swiping Right
110638	Swiping Right
18415	No gesture
77328	Swiping Right
127371	Stop Sign
35283	Swiping Right
68166	Swiping Left
93588	Swiping Right
112929	Swiping Down
86015	Stop Sign
79357	Swiping Left
65813	No gesture
95298	Stop Sign
120189	No gesture
8199	Swiping Up
85389	Stop Sign
113209	Stop Sign
29205	Swiping Left
102304	Stop Sign
33679	Swiping Down
39801	Swiping Right
16897	No gesture
138244	Swiping Left
41316	Swiping Right
22760	No gesture
120930	Stop Sign
112601	Swiping Right
80300	No gesture
137638	No gesture
48121	Swiping Right
51965	Swiping Left
38615	Swiping Right
46445	Swiping Up
32468	Swiping Up
86425	Swiping Down
121579	Stop Sign
44757	Swiping Right
71656	Swiping Left
9442	No gesture
92233	Swiping Left
54340	Swiping Right
110820	Swiping Up
85561	Swiping Down
98760	Swiping Up
145099	Swiping Up
15234	Swiping Up
139760	Stop Sign
134570	Thumb Up
13582	Swiping Up
75289	No gesture
115682	Stop Sign
95723	Swiping Left
71651	Swiping Right
65177	Thumb Up
129061	Thumb Up
72748	Thumb Up
126521	No gesture
124245	Swiping Left
121805	Swiping Down
143835	Swiping Up
23957	Swiping Down
21051	Swiping Down
108886	Thumb Up
51102	Swiping Up
15157	Swiping Up
1145	Swiping Down
87642	Swiping Up
126142	Stop Sign
24354	Swiping Up
138294	Swiping Down
12922	Swiping Left
82193	Swiping Left
105053	Stop Sign
145667	No gesture
73862	Swiping Up
131980	Swiping Up
132829	Thumb Up
63650	Thumb Up
19781	Swiping Up
17601	Swiping Right
29862	Thumb Up
49785	Swiping Right
67858	Swiping Right
108069	Swiping Left
